topic,llm_answer,population_answer,response,label,llm_support_used,human_support_used,LLM_outsourcing_overridden,human_outsourcing_overridden,ai_orch_agreement,human_orch_agreement,self_orch_agreement,recommendation,recommendation_lists,incorrect_answers_by_category,user_self
high_school_mathematics,B,D,D,D,False,True,,False,,True,,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""6/7""],""high_school_mathematics"":[""28/52"",""22/50"",""5/9""],""college_mathematics"":[""22/50"",""26/51"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
college_mathematics,B,B,C,A,False,False,,,False,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""6/7""],""high_school_mathematics"":[""28/52"",""22/50"",""5/9""],""college_mathematics"":[""22/50"",""26/51"",""2/6""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":true}",True
college_mathematics,C,B,B,A,False,True,,False,False,,,You were wrong by yourself on college_mathematics last time. You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""6/7""],""high_school_mathematics"":[""28/52"",""22/50"",""5/9""],""college_mathematics"":[""22/51"",""26/51"",""2/6""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
college_mathematics,B,B,C,B,False,False,,,False,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""6/7""],""high_school_mathematics"":[""28/52"",""22/50"",""5/9""],""college_mathematics"":[""22/51"",""26/51"",""2/7""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":true}",True
elementary_mathematics,B,B,B,B,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""7/8""],""high_school_mathematics"":[""28/52"",""22/50"",""5/9""],""college_mathematics"":[""22/51"",""26/51"",""2/7""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":true}",True
college_mathematics,C,B,C,A,True,False,False,,True,,,You were wrong by yourself on college_mathematics last time. You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""7/8""],""high_school_mathematics"":[""28/52"",""22/50"",""5/9""],""college_mathematics"":[""22/51"",""26/52"",""2/7""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
college_mathematics,B,D,D,B,False,False,,,False,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""7/8""],""high_school_mathematics"":[""28/52"",""22/50"",""5/9""],""college_mathematics"":[""22/51"",""26/52"",""2/8""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":true}",True
high_school_mathematics,C,D,D,A,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""7/8""],""high_school_mathematics"":[""28/52"",""22/50"",""5/10""],""college_mathematics"":[""22/51"",""26/52"",""2/8""]}","{""high_school_mathematics"":true,""elementary_mathematics"":false,""college_mathematics"":true}",True
elementary_mathematics,C,C,C,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""8/9""],""high_school_mathematics"":[""28/52"",""22/50"",""5/10""],""college_mathematics"":[""22/51"",""26/52"",""2/8""]}","{""high_school_mathematics"":true,""elementary_mathematics"":false,""college_mathematics"":true}",True
high_school_mathematics,B,D,D,D,False,True,,False,,True,,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""8/9""],""high_school_mathematics"":[""29/53"",""22/50"",""5/10""],""college_mathematics"":[""22/51"",""26/52"",""2/8""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":true}",False
elementary_mathematics,B,C,C,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""9/10""],""high_school_mathematics"":[""29/53"",""22/50"",""5/10""],""college_mathematics"":[""22/51"",""26/52"",""2/8""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":true}",True
high_school_mathematics,A,B,B,B,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""9/10""],""high_school_mathematics"":[""30/54"",""22/50"",""5/10""],""college_mathematics"":[""22/51"",""26/52"",""2/8""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":true}",False
college_mathematics,C,B,C,D,True,False,False,,True,,,You were wrong by yourself on college_mathematics last time. You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""9/10""],""high_school_mathematics"":[""30/54"",""22/50"",""5/10""],""college_mathematics"":[""22/51"",""26/53"",""2/8""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
elementary_mathematics,C,C,C,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""10/11""],""high_school_mathematics"":[""30/54"",""22/50"",""5/10""],""college_mathematics"":[""22/51"",""26/53"",""2/8""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",True
elementary_mathematics,B,D,D,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""11/12""],""high_school_mathematics"":[""30/54"",""22/50"",""5/10""],""college_mathematics"":[""22/51"",""26/53"",""2/8""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",True
college_mathematics,C,C,C,C,False,True,,False,False,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""11/12""],""high_school_mathematics"":[""30/54"",""22/50"",""5/10""],""college_mathematics"":[""23/52"",""26/53"",""2/8""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
college_mathematics,C,D,B,C,False,False,,,False,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""11/12""],""high_school_mathematics"":[""30/54"",""22/50"",""5/10""],""college_mathematics"":[""23/52"",""26/53"",""2/9""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":true}",True
high_school_mathematics,A,C,C,A,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""11/12""],""high_school_mathematics"":[""30/55"",""22/50"",""5/10""],""college_mathematics"":[""23/52"",""26/53"",""2/9""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":true}",False
college_mathematics,B,C,B,B,True,False,False,,True,,,You were wrong by yourself on college_mathematics last time. You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""11/12""],""high_school_mathematics"":[""30/55"",""22/50"",""5/10""],""college_mathematics"":[""23/52"",""27/54"",""2/9""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
high_school_mathematics,C,B,D,A,False,False,,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""11/12""],""high_school_mathematics"":[""30/55"",""22/50"",""5/11""],""college_mathematics"":[""23/52"",""27/54"",""2/9""]}","{""high_school_mathematics"":true,""elementary_mathematics"":false,""college_mathematics"":false}",True
elementary_mathematics,D,D,A,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""11/13""],""high_school_mathematics"":[""30/55"",""22/50"",""5/11""],""college_mathematics"":[""23/52"",""27/54"",""2/9""]}","{""high_school_mathematics"":true,""elementary_mathematics"":true,""college_mathematics"":false}",True
high_school_mathematics,A,B,B,B,False,True,,False,,True,,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""11/13""],""high_school_mathematics"":[""31/56"",""22/50"",""5/11""],""college_mathematics"":[""23/52"",""27/54"",""2/9""]}","{""high_school_mathematics"":false,""elementary_mathematics"":true,""college_mathematics"":false}",False
elementary_mathematics,A,A,A,A,False,True,,False,,True,,You were wrong by yourself on elementary_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""31/50"",""11/13""],""high_school_mathematics"":[""31/56"",""22/50"",""5/11""],""college_mathematics"":[""23/52"",""27/54"",""2/9""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
high_school_mathematics,B,A,A,A,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""31/50"",""11/13""],""high_school_mathematics"":[""32/57"",""22/50"",""5/11""],""college_mathematics"":[""23/52"",""27/54"",""2/9""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
high_school_mathematics,C,B,B,C,False,False,,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""31/50"",""11/13""],""high_school_mathematics"":[""32/57"",""22/50"",""5/12""],""college_mathematics"":[""23/52"",""27/54"",""2/9""]}","{""high_school_mathematics"":true,""elementary_mathematics"":false,""college_mathematics"":false}",True
high_school_mathematics,A,D,D,D,False,True,,False,,True,,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""31/50"",""11/13""],""high_school_mathematics"":[""33/58"",""22/50"",""5/12""],""college_mathematics"":[""23/52"",""27/54"",""2/9""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
college_mathematics,D,A,A,A,False,False,,,False,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""41/51"",""31/50"",""11/13""],""high_school_mathematics"":[""33/58"",""22/50"",""5/12""],""college_mathematics"":[""23/52"",""27/54"",""3/10""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",True
high_school_mathematics,C,B,B,C,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""31/50"",""11/13""],""high_school_mathematics"":[""33/59"",""22/50"",""5/12""],""college_mathematics"":[""23/52"",""27/54"",""3/10""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
elementary_mathematics,B,B,B,B,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""41/51"",""31/50"",""12/14""],""high_school_mathematics"":[""33/59"",""22/50"",""5/12""],""college_mathematics"":[""23/52"",""27/54"",""3/10""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",True
elementary_mathematics,A,A,B,A,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""41/51"",""31/50"",""12/15""],""high_school_mathematics"":[""33/59"",""22/50"",""5/12""],""college_mathematics"":[""23/52"",""27/54"",""3/10""]}","{""high_school_mathematics"":false,""elementary_mathematics"":true,""college_mathematics"":false}",True
elementary_mathematics,B,B,B,B,False,True,,False,,True,,You were wrong by yourself on elementary_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[""42/52"",""31/50"",""12/15""],""high_school_mathematics"":[""33/59"",""22/50"",""5/12""],""college_mathematics"":[""23/52"",""27/54"",""3/10""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
college_mathematics,B,A,B,D,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""42/52"",""31/50"",""12/15""],""high_school_mathematics"":[""33/59"",""22/50"",""5/12""],""college_mathematics"":[""23/52"",""27/55"",""3/10""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
elementary_mathematics,B,A,B,A,False,False,,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""42/52"",""31/50"",""12/16""],""high_school_mathematics"":[""33/59"",""22/50"",""5/12""],""college_mathematics"":[""23/52"",""27/55"",""3/10""]}","{""high_school_mathematics"":false,""elementary_mathematics"":true,""college_mathematics"":false}",True
college_mathematics,B,C,B,A,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""42/52"",""31/50"",""12/16""],""high_school_mathematics"":[""33/59"",""22/50"",""5/12""],""college_mathematics"":[""23/52"",""27/56"",""3/10""]}","{""high_school_mathematics"":false,""elementary_mathematics"":true,""college_mathematics"":false}",False
college_mathematics,D,C,D,D,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""42/52"",""31/50"",""12/16""],""high_school_mathematics"":[""33/59"",""22/50"",""5/12""],""college_mathematics"":[""23/52"",""28/57"",""3/10""]}","{""high_school_mathematics"":false,""elementary_mathematics"":true,""college_mathematics"":false}",False
college_mathematics,A,B,C,B,False,False,,,False,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""42/52"",""31/50"",""12/16""],""high_school_mathematics"":[""33/59"",""22/50"",""5/12""],""college_mathematics"":[""23/52"",""28/57"",""3/11""]}","{""high_school_mathematics"":false,""elementary_mathematics"":true,""college_mathematics"":true}",True
elementary_mathematics,B,A,C,A,False,True,,True,,True,,You were wrong by yourself on elementary_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[""42/53"",""31/50"",""12/16""],""high_school_mathematics"":[""33/59"",""22/50"",""5/12""],""college_mathematics"":[""23/52"",""28/57"",""3/11""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":true}",False
